Query	Annotation	Similarity_Score	Status
tr|Q8WWJ3|Q8WWJ3_HUMAN T cell surface glycoprotein CD6 isoform b OS=Homo sapiens GN=CD6 PE=4 SV=1 Split=0	tr|G7PPY8|G7PPY8_MACFA T12 OS=Macaca fascicularis GN=EGM_05537 PE=4 SV=1 Split=0	0.9980576038360596	success
tr|Q8WWJ3|Q8WWJ3_HUMAN T cell surface glycoprotein CD6 isoform b OS=Homo sapiens GN=CD6 PE=4 SV=1 Split=0	tr|G1LLW5|G1LLW5_AILME Uncharacterized protein (Fragment) OS=Ailuropoda melanoleuca GN=CD6 PE=4 SV=1 Split=0	0.9965153336524963	success
tr|Q8WWJ3|Q8WWJ3_HUMAN T cell surface glycoprotein CD6 isoform b OS=Homo sapiens GN=CD6 PE=4 SV=1 Split=0	tr|L8I3N4|L8I3N4_9CETA T-cell differentiation antigen CD6 OS=Bos mutus GN=M91_18530 PE=4 SV=1 Split=0	0.9962078332901001	success
tr|Q8WWJ3|Q8WWJ3_HUMAN T cell surface glycoprotein CD6 isoform b OS=Homo sapiens GN=CD6 PE=4 SV=1 Split=0	tr|F1MU15|F1MU15_BOVIN Uncharacterized protein OS=Bos taurus GN=CD6 PE=4 SV=2 Split=0	0.9960266947746277	success
tr|Q8WWJ3|Q8WWJ3_HUMAN T cell surface glycoprotein CD6 isoform b OS=Homo sapiens GN=CD6 PE=4 SV=1 Split=0	tr|W5Q3F8|W5Q3F8_SHEEP Uncharacterized protein OS=Ovis aries GN=CD6 PE=4 SV=1 Split=0	0.9940266013145447	success
tr|Q8WWJ3|Q8WWJ3_HUMAN T cell surface glycoprotein CD6 isoform b OS=Homo sapiens GN=CD6 PE=4 SV=1 Split=0	tr|Q9DE08|Q9DE08_ONCMY Prolactin receptor OS=Oncorhynchus mykiss PE=2 SV=1 Split=0	0.9722241759300232	success
tr|Q8WWJ3|Q8WWJ3_HUMAN T cell surface glycoprotein CD6 isoform b OS=Homo sapiens GN=CD6 PE=4 SV=1 Split=0	tr|A0A096N1G4|A0A096N1G4_PAPAN Uncharacterized protein OS=Papio anubis GN=SH2B3 PE=4 SV=1 Split=0	0.9717189073562622	success
tr|Q8WWJ3|Q8WWJ3_HUMAN T cell surface glycoprotein CD6 isoform b OS=Homo sapiens GN=CD6 PE=4 SV=1 Split=0	tr|H0WQL8|H0WQL8_OTOGA Uncharacterized protein OS=Otolemur garnettii GN=GORASP1 PE=4 SV=1 Split=0	0.9717007279396057	success
tr|Q8WWJ3|Q8WWJ3_HUMAN T cell surface glycoprotein CD6 isoform b OS=Homo sapiens GN=CD6 PE=4 SV=1 Split=0	tr|S9YHN8|S9YHN8_CAMFR Golgi reassembly-stacking protein 1 isoform 1 OS=Camelus ferus GN=CB1_000295008 PE=4 SV=1 Split=0	0.9716237783432007	success
tr|Q8WWJ3|Q8WWJ3_HUMAN T cell surface glycoprotein CD6 isoform b OS=Homo sapiens GN=CD6 PE=4 SV=1 Split=0	tr|I3L5E4|I3L5E4_PIG Uncharacterized protein OS=Sus scrofa GN=GORASP1 PE=1 SV=1 Split=0	0.9713544249534607	success
tr|H6QJ35|H6QJ35_RICMA Peptide chain release factor 1 OS=Rickettsia massiliae str. AZT80 GN=prfA PE=3 SV=1 Split=0	tr|A0A0B7J5R9|A0A0B7J5R9_9RICK Peptide chain release factor 1 OS=Rickettsia monacensis GN=prfA PE=3 SV=1 Split=0	0.9983179569244385	success
tr|H6QJ35|H6QJ35_RICMA Peptide chain release factor 1 OS=Rickettsia massiliae str. AZT80 GN=prfA PE=3 SV=1 Split=0	tr|A0A059Y0F9|A0A059Y0F9_MYCBV Peptide chain release factor 1 OS=Mycoplasma bovis CQ-W70 GN=prfA PE=3 SV=1 Split=0	0.9934132695198059	success
tr|H6QJ35|H6QJ35_RICMA Peptide chain release factor 1 OS=Rickettsia massiliae str. AZT80 GN=prfA PE=3 SV=1 Split=0	tr|A0A0X3Y2D5|A0A0X3Y2D5_FUSNC Peptide chain release factor 1 OS=Fusobacterium nucleatum subsp. nucleatum GN=prfA PE=3 SV=1 Split=0	0.9922056198120117	success
tr|H6QJ35|H6QJ35_RICMA Peptide chain release factor 1 OS=Rickettsia massiliae str. AZT80 GN=prfA PE=3 SV=1 Split=0	tr|S5PD77|S5PD77_ANAPH Peptide chain release factor 1 OS=Anaplasma phagocytophilum str. JM GN=prfA PE=3 SV=1 Split=0	0.991890549659729	success
tr|H6QJ35|H6QJ35_RICMA Peptide chain release factor 1 OS=Rickettsia massiliae str. AZT80 GN=prfA PE=3 SV=1 Split=0	tr|A0A0B6KBG7|A0A0B6KBG7_FRATL Peptide chain release factor 1 OS=Francisella tularensis subsp. tularensis GN=prfA PE=3 SV=1 Split=0	0.9918842315673828	success
tr|H6QJ35|H6QJ35_RICMA Peptide chain release factor 1 OS=Rickettsia massiliae str. AZT80 GN=prfA PE=3 SV=1 Split=0	tr|U7T7B2|U7T7B2_FUSNU Peptide chain release factor 1 OS=Fusobacterium nucleatum CTI-1 GN=prfA PE=3 SV=1 Split=0	0.9918217658996582	success
tr|H6QJ35|H6QJ35_RICMA Peptide chain release factor 1 OS=Rickettsia massiliae str. AZT80 GN=prfA PE=3 SV=1 Split=0	tr|S6GAS6|S6GAS6_ANAPH Peptide chain release factor 1 OS=Anaplasma phagocytophilum str. CRT38 GN=prfA PE=3 SV=1 Split=0	0.9915107488632202	success
tr|H6QJ35|H6QJ35_RICMA Peptide chain release factor 1 OS=Rickettsia massiliae str. AZT80 GN=prfA PE=3 SV=1 Split=0	tr|X8GXL3|X8GXL3_9FUSO Peptide chain release factor 1 OS=Fusobacterium sp. CM22 GN=prfA PE=3 SV=1 Split=0	0.990952730178833	success
tr|H6QJ35|H6QJ35_RICMA Peptide chain release factor 1 OS=Rickettsia massiliae str. AZT80 GN=prfA PE=3 SV=1 Split=0	tr|I5D556|I5D556_MYCAA Peptide chain release factor 1 OS=Mycoplasma agalactiae 14628 GN=prfA PE=3 SV=1 Split=0	0.9908095002174377	success
tr|H6QJ35|H6QJ35_RICMA Peptide chain release factor 1 OS=Rickettsia massiliae str. AZT80 GN=prfA PE=3 SV=1 Split=0	tr|L0X2S2|L0X2S2_9SPIR Peptide chain release factor 1 OS=Brachyspira hampsonii 30446 GN=prfA PE=3 SV=1 Split=0	0.989877462387085	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|A0A0T6AMN8|A0A0T6AMN8_9BACT Ribonuclease HII OS=Armatimonadetes bacterium CSP1-3 GN=rnhB PE=3 SV=1 Split=0	0.9889389276504517	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	sp|Q7V4Z5|RNH2_PROMM Ribonuclease HII OS=Prochlorococcus marinus (strain MIT 9313) GN=rnhB PE=3 SV=1 Split=0	0.9888565540313721	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	sp|Q7U4C6|RNH2_SYNPX Ribonuclease HII OS=Synechococcus sp. (strain WH8102) GN=rnhB PE=3 SV=2 Split=0	0.9876254200935364	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|G2ZTA5|G2ZTA5_9RALS Ribonuclease HII OS=blood disease bacterium R229 GN=rnhB PE=3 SV=1 Split=0	0.9858776330947876	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|G3A1V7|G3A1V7_9RALS Ribonuclease HII OS=Ralstonia syzygii R24 GN=rnhB PE=3 SV=1 Split=0	0.9853811860084534	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|A0A143DAX3|A0A143DAX3_9PROT Ribonuclease HII OS=Haematospirillum jordaniae GN=AY555_00235 PE=4 SV=1 Split=0	0.9849264025688171	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|A0A076GYZ5|A0A076GYZ5_9SYNE Ribonuclease HII OS=Synechococcus sp. KORDI-100 GN=rnhB PE=3 SV=1 Split=0	0.9840631484985352	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|A0A0Q0QQW5|A0A0Q0QQW5_RHOCA Ribonuclease HII OS=Rhodobacter capsulatus GN=rnhB PE=3 SV=1 Split=0	0.9833911061286926	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|A6FJZ4|A6FJZ4_9RHOB Ribonuclease HII OS=Roseobacter sp. AzwK-3b GN=rnhB PE=3 SV=1 Split=0	0.980608344078064	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|A0A073J626|A0A073J626_9RHOB Ribonuclease HII OS=Sulfitobacter pseudonitzschiae GN=rnhB PE=3 SV=1 Split=0	0.9795075058937073	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	sp|B9IVX2|SYI_BACCQ Isoleucine--tRNA ligase OS=Bacillus cereus (strain Q1) GN=ileS PE=3 SV=1 Split=0	0.9998173117637634	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	tr|A0A094WJ26|A0A094WJ26_BACAO Isoleucine--tRNA ligase OS=Bacillus alcalophilus ATCC 27647 = CGMCC 1.3604 GN=ileS PE=3 SV=1 Split=0	0.9955024719238281	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	tr|I4X7T7|I4X7T7_9BACL Isoleucine--tRNA ligase OS=Planococcus antarcticus DSM 14505 GN=ileS PE=3 SV=1 Split=0	0.9952374696731567	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	tr|W7D166|W7D166_9LIST Isoleucine--tRNA ligase OS=Brochothrix campestris FSL F6-1037 GN=ileS PE=3 SV=1 Split=0	0.9945682287216187	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	tr|W4QCR1|W4QCR1_9BACI Isoleucine--tRNA ligase OS=Bacillus hemicellulosilyticus JCM 9152 GN=ileS PE=3 SV=1 Split=0	0.9944653511047363	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	sp|A4J2F4|SYI_DESRM Isoleucine--tRNA ligase OS=Desulfotomaculum reducens (strain MI-1) GN=ileS PE=3 SV=1 Split=0	0.993409276008606	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	tr|A0A0F5X669|A0A0F5X669_STACC Isoleucine--tRNA ligase OS=Staphylococcus cohnii subsp. cohnii GN=ileS PE=3 SV=1 Split=0	0.9931524395942688	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	tr|A0A0W8E3A0|A0A0W8E3A0_9ZZZZ Isoleucyl-trna synthetase OS=hydrocarbon metagenome GN=ASZ90_019736 PE=3 SV=1 Split=0	0.9923563003540039	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	tr|E6U2H9|E6U2H9_ETHHY Isoleucine--tRNA ligase OS=Ethanoligenens harbinense (strain DSM 18485 / JCM 12961 / CGMCC 1.5033 / YUAN-3) GN=ileS PE=3 SV=1 Split=0	0.9903753399848938	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	tr|R7DR77|R7DR77_9FIRM Isoleucine--tRNA ligase OS=Coprobacillus sp. CAG:826 GN=ileS PE=3 SV=1 Split=0	0.9898583889007568	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	sp|P84600|DMS5_PHYHY Dermaseptin-5 OS=Phyllomedusa hypochondrialis PE=1 SV=1 Split=0	0.9848018884658813	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	tr|W8JP59|W8JP59_BPPH6 P10 protein OS=Pseudomonas phage phi6 PE=4 SV=1 Split=0	0.9846373796463013	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	sp|P86017|ES2RA_PELRI Esculentin-2Ra OS=Pelophylax ridibundus PE=1 SV=1 Split=0	0.9844784736633301	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	tr|U4M5I3|U4M5I3_9XANT Putative filamentous phage phiLf major coat protein VIII OS=Xanthomonas fuscans subsp. fuscans GN=XFF4834R_chr22340 PE=4 SV=1 Split=0	0.9843924641609192	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	tr|Q3BSR5|Q3BSR5_XANC5 Filamentous phage phiLf major coat protein VIII OS=Xanthomonas campestris pv. vesicatoria (strain 85-10) GN=XCV2467 PE=4 SV=1 Split=0	0.9843924641609192	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	tr|Q3RGQ4|Q3RGQ4_XYLFS Phage-related protein OS=Xylella fastidiosa Dixon GN=XfasaDRAFT_2360 PE=4 SV=1 Split=0	0.9842963218688965	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	tr|A0A0Q2WT31|A0A0Q2WT31_XYLFS Capsid protein OS=Xylella fastidiosa GN=AOT81_11430 PE=4 SV=1 Split=0	0.9837337732315063	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	tr|Q9T0Q9|Q9T0Q9_BPFD Gene-8 protein, G8P=MAJOR coat protein OS=Enterobacteria phage fd PE=1 SV=1 Split=0	0.9829972386360168	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	sp|P85055|ES2SE_RANSV Esculentin-2SE OS=Rana sevosa PE=1 SV=1 Split=0	0.9828376173973083	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	sp|P86485|CR21_LITPE Caerin 2.1 OS=Litoria peronii PE=1 SV=1 Split=0	0.9825990200042725	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	1.0000001192092896	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0C6B664|A0A0C6B664_YEASX Ino80p OS=Saccharomyces cerevisiae YJM244 GN=INO80 PE=4 SV=1 Split=0	1.0000001192092896	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0C6C3N4|A0A0C6C3N4_YEASX Ino80p OS=Saccharomyces cerevisiae YJM975 GN=INO80 PE=4 SV=1 Split=0	0.9999994039535522	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0C6BUY5|A0A0C6BUY5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM453 GN=INO80 PE=4 SV=1 Split=0	0.999996542930603	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0C6CG51|A0A0C6CG51_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1133 GN=INO80 PE=4 SV=1 Split=0	0.9999205470085144	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0A6HY86|A0A0A6HY86_CANAX DNA helicase INO80 OS=Candida albicans Ca6 GN=W5O_05867 PE=4 SV=1 Split=0	0.9935044646263123	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0D4GQ75|A0A0D4GQ75_YEASX Snf2p OS=Saccharomyces cerevisiae YJM1399 GN=SNF2 PE=4 SV=1 Split=0	0.9843775033950806	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0D4E882|A0A0D4E882_YEASX Snf2p OS=Saccharomyces cerevisiae YJM244 GN=SNF2 PE=4 SV=1 Split=0	0.984207272529602	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0D4EQ84|A0A0D4EQ84_YEASX Snf2p OS=Saccharomyces cerevisiae YJM541 GN=SNF2 PE=4 SV=1 Split=0	0.9841622710227966	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|G2WNF6|G2WNF6_YEASK K7_Snf2p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_SNF2 PE=4 SV=1 Split=0	0.9840212464332581	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0	0.9638293385505676	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|A9A9R8|A9A9R8_METM6 ERCC4 domain protein OS=Methanococcus maripaludis (strain C6 / ATCC BAA-1332) GN=MmarC6_1278 PE=4 SV=1 Split=0	0.9637677669525146	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|G2HS34|G2HS34_9PROT Cobyric acid synthase OS=Arcobacter sp. L GN=cobQ PE=3 SV=1 Split=0	0.9614683389663696	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|N6V2J1|N6V2J1_9EURY Hef nuclease OS=Methanocaldococcus villosus KIN24-T80 GN=J422_02275 PE=4 SV=1 Split=0	0.9613321423530579	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|C7P5R1|C7P5R1_METFA ERCC4 domain protein OS=Methanocaldococcus fervens (strain DSM 4213 / JCM 157852 / AG86) GN=Mefer_0051 PE=4 SV=1 Split=0	0.9613165259361267	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|A0A0G8BMS0|A0A0G8BMS0_9LEPT DNA ligase OS=Leptospira santarosai GN=ligA PE=3 SV=1 Split=0	0.9607198238372803	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|A0A0M2WZR2|A0A0M2WZR2_9LEPT DNA ligase OS=Leptospira santarosai GN=ligA PE=3 SV=1 Split=0	0.9606524109840393	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|K6II76|K6II76_9LEPT DNA ligase OS=Leptospira sp. Fiocruz LV3954 GN=ligA PE=3 SV=1 Split=0	0.960572361946106	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|A0A0E2BSX4|A0A0E2BSX4_9LEPT DNA ligase OS=Leptospira santarosai str. MOR084 GN=ligA PE=3 SV=1 Split=0	0.9603951573371887	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|A0A0E2DZ86|A0A0E2DZ86_9LEPT DNA ligase OS=Leptospira santarosai str. JET GN=ligA PE=3 SV=1 Split=0	0.9603951573371887	success
tr|V4L6R8|V4L6R8_9DELT Uncharacterized protein OS=uncultured Desulfofustis sp. PB-SRB1 GN=N839_16380 PE=4 SV=1 Split=0	sp|A0RMD6|NUOI_CAMFF NADH-quinone oxidoreductase subunit I OS=Campylobacter fetus subsp. fetus (strain 82-40) GN=nuoI PE=3 SV=1 Split=0	0.9897129535675049	success
tr|V4L6R8|V4L6R8_9DELT Uncharacterized protein OS=uncultured Desulfofustis sp. PB-SRB1 GN=N839_16380 PE=4 SV=1 Split=0	tr|K1Z6W2|K1Z6W2_9ZZZZ NADH-quinone oxidoreductase, chain I OS=groundwater metagenome GN=ACD_75C00152G0004 PE=3 SV=1 Split=0	0.9893240928649902	success
tr|V4L6R8|V4L6R8_9DELT Uncharacterized protein OS=uncultured Desulfofustis sp. PB-SRB1 GN=N839_16380 PE=4 SV=1 Split=0	tr|S9TDJ8|S9TDJ8_PHAFV NADH-quinone oxidoreductase subunit I OS=Phaeospirillum fulvum MGU-K5 GN=nuoI PE=3 SV=1 Split=0	0.9845229983329773	success
tr|V4L6R8|V4L6R8_9DELT Uncharacterized protein OS=uncultured Desulfofustis sp. PB-SRB1 GN=N839_16380 PE=4 SV=1 Split=0	tr|A0A0F3ND46|A0A0F3ND46_ANAPH NADH-quinone oxidoreductase, chain I family protein OS=Anaplasma phagocytophilum str. ApMUC09 GN=APHMUC_0487 PE=4 SV=1 Split=0	0.9772582054138184	success
tr|V4L6R8|V4L6R8_9DELT Uncharacterized protein OS=uncultured Desulfofustis sp. PB-SRB1 GN=N839_16380 PE=4 SV=1 Split=0	tr|A0A135VHA2|A0A135VHA2_9ARCH Disulfide reductase OS=Candidatus Thorarchaeota archaeon SMTZ-45 GN=AM326_03715 PE=4 SV=1 Split=0	0.9745523929595947	success
