Query	Annotation	Similarity_Score	Status
tr|H6QJ35|H6QJ35_RICMA Peptide chain release factor 1 OS=Rickettsia massiliae str. AZT80 GN=prfA PE=3 SV=1 Split=0	tr|A0A0X3Y2D5|A0A0X3Y2D5_FUSNC Peptide chain release factor 1 OS=Fusobacterium nucleatum subsp. nucleatum GN=prfA PE=3 SV=1 Split=0	0.9836006164550781	success
tr|H6QJ35|H6QJ35_RICMA Peptide chain release factor 1 OS=Rickettsia massiliae str. AZT80 GN=prfA PE=3 SV=1 Split=0	tr|U7T7B2|U7T7B2_FUSNU Peptide chain release factor 1 OS=Fusobacterium nucleatum CTI-1 GN=prfA PE=3 SV=1 Split=0	0.9831990003585815	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|A0A0T6AMN8|A0A0T6AMN8_9BACT Ribonuclease HII OS=Armatimonadetes bacterium CSP1-3 GN=rnhB PE=3 SV=1 Split=0	0.9908769130706787	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	sp|Q7V4Z5|RNH2_PROMM Ribonuclease HII OS=Prochlorococcus marinus (strain MIT 9313) GN=rnhB PE=3 SV=1 Split=0	0.9844613075256348	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|A0A076GYZ5|A0A076GYZ5_9SYNE Ribonuclease HII OS=Synechococcus sp. KORDI-100 GN=rnhB PE=3 SV=1 Split=0	0.9829402565956116	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	sp|Q7U4C6|RNH2_SYNPX Ribonuclease HII OS=Synechococcus sp. (strain WH8102) GN=rnhB PE=3 SV=2 Split=0	0.9819949269294739	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|A0A0D6QMV6|A0A0D6QMV6_9DELT Holo-[acyl-carrier-protein] synthase OS=Anaeromyxobacter sp. PSR-1 GN=acpS PE=3 SV=1 Split=0	0.9809932112693787	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|A0A143DAX3|A0A143DAX3_9PROT Ribonuclease HII OS=Haematospirillum jordaniae GN=AY555_00235 PE=4 SV=1 Split=0	0.9801102876663208	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|A0A094NGX5|A0A094NGX5_9GAMM N-(5'-phosphoribosyl)anthranilate isomerase OS=Acidihalobacter prosperus GN=trpF PE=3 SV=1 Split=0	0.9800792336463928	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|A0A139CCC3|A0A139CCC3_9GAMM UDP-N-acetylmuramoylalanine--D-glutamate ligase OS=Halomonadaceae bacterium T82-2 GN=AWU55_1196 PE=4 SV=1 Split=0	0.9798446297645569	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|H1G5C8|H1G5C8_9GAMM Ribosomal RNA small subunit methyltransferase J OS=Ectothiorhodospira sp. PHS-1 GN=rsmJ PE=3 SV=1 Split=0	0.9795964956283569	success
tr|A0A0S2ES34|A0A0S2ES34_9RHIZ Ribonuclease HII OS=Aureimonas sp. AU20 GN=rnhB PE=3 SV=1 Split=0	tr|A0A081GJ68|A0A081GJ68_9CHRO Imidazole glycerol phosphate synthase subunit HisH OS=Cyanobium sp. CACIAM 14 GN=hisH PE=3 SV=1 Split=0	0.9790807366371155	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	sp|B9IVX2|SYI_BACCQ Isoleucine--tRNA ligase OS=Bacillus cereus (strain Q1) GN=ileS PE=3 SV=1 Split=0	0.999249279499054	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	tr|A0A153XX16|A0A153XX16_VIBPH Leucine--tRNA ligase OS=Vibrio parahaemolyticus GN=leuS PE=4 SV=1 Split=0	0.947292685508728	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	tr|A0A153VYU0|A0A153VYU0_VIBPH Leucine--tRNA ligase OS=Vibrio parahaemolyticus GN=leuS PE=4 SV=1 Split=0	0.9467204809188843	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	tr|U5ACM9|U5ACM9_9VIBR Leucine--tRNA ligase OS=Vibrio cyclitrophicus FF75 GN=leuS PE=3 SV=1 Split=0	0.9442845582962036	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	tr|A0A0T7EKD9|A0A0T7EKD9_9VIBR Leucine--tRNA ligase OS=Vibrio sp. J2-31 GN=leuS PE=3 SV=1 Split=0	0.9434329867362976	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	sp|B7VKF7|SYL_VIBTL Leucine--tRNA ligase OS=Vibrio tasmaniensis (strain LGP32) GN=leuS PE=3 SV=1 Split=0	0.9425929188728333	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	tr|S4J0J8|S4J0J8_SALEN Leucine--tRNA ligase OS=Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K0958 GN=leuS PE=3 SV=1 Split=0	0.9389095306396484	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	tr|T2QFN9|T2QFN9_SALEN Leucine--tRNA ligase OS=Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0267 GN=leuS PE=3 SV=1 Split=0	0.9389095306396484	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	tr|A0A0P6Z0T1|A0A0P6Z0T1_VIBSP Leucine--tRNA ligase OS=Vibrio splendidus GN=leuS PE=3 SV=1 Split=0	0.9386830925941467	success
tr|A0A0W7XYV8|A0A0W7XYV8_9BACI Isoleucine--tRNA ligase OS=Bacillus sp. G3(2015) GN=ileS PE=3 SV=1 Split=0	sp|A6T6A3|SYL_KLEP7 Leucine--tRNA ligase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) GN=leuS PE=3 SV=1 Split=0	0.9380285143852234	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	sp|P86017|ES2RA_PELRI Esculentin-2Ra OS=Pelophylax ridibundus PE=1 SV=1 Split=0	0.9857597351074219	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	sp|P84600|DMS5_PHYHY Dermaseptin-5 OS=Phyllomedusa hypochondrialis PE=1 SV=1 Split=0	0.9850792288780212	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	sp|P40845|ES2A_PELES Esculentin-2A OS=Pelophylax esculentus PE=1 SV=1 Split=0	0.9844812154769897	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	sp|P85055|ES2SE_RANSV Esculentin-2SE OS=Rana sevosa PE=1 SV=1 Split=0	0.9824235439300537	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	sp|P62570|CR22_LITGI Caerin-2.2 OS=Litoria gilleni PE=1 SV=1 Split=0	0.981799840927124	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	tr|D3UA61|D3UA61_9NEOB Esculentin-2 CHa (Fragment) OS=Rana chiricahuensis PE=3 SV=1 Split=0	0.9798438549041748	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	sp|P86485|CR21_LITPE Caerin 2.1 OS=Litoria peronii PE=1 SV=1 Split=0	0.978624701499939	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	sp|P82836|BR1BD_LITBE Brevinin-1Bd OS=Lithobates berlandieri PE=1 SV=1 Split=0	0.9781278967857361	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	sp|P81865|PAP1_PARPV Pardaxin P-1 OS=Pardachirus pavoninus PE=1 SV=1 Split=0	0.975652813911438	success
sp|P84927|DMS7_PHYTS Dermaseptin-7 OS=Phyllomedusa tarsius PE=1 SV=1 Split=0	sp|P83619|TXC1A_CUPSA Cupiennin-1a OS=Cupiennius salei PE=1 SV=1 Split=0	0.9753972887992859	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	1.0000001192092896	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0C6B664|A0A0C6B664_YEASX Ino80p OS=Saccharomyces cerevisiae YJM244 GN=INO80 PE=4 SV=1 Split=0	1.0000001192092896	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0C6C3N4|A0A0C6C3N4_YEASX Ino80p OS=Saccharomyces cerevisiae YJM975 GN=INO80 PE=4 SV=1 Split=0	0.999999463558197	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0C6BUY5|A0A0C6BUY5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM453 GN=INO80 PE=4 SV=1 Split=0	0.9999988675117493	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0C6CG51|A0A0C6CG51_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1133 GN=INO80 PE=4 SV=1 Split=0	0.9997404217720032	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0A6HY86|A0A0A6HY86_CANAX DNA helicase INO80 OS=Candida albicans Ca6 GN=W5O_05867 PE=4 SV=1 Split=0	0.9963042736053467	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0D4GQ75|A0A0D4GQ75_YEASX Snf2p OS=Saccharomyces cerevisiae YJM1399 GN=SNF2 PE=4 SV=1 Split=0	0.9927222728729248	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0D4EQ84|A0A0D4EQ84_YEASX Snf2p OS=Saccharomyces cerevisiae YJM541 GN=SNF2 PE=4 SV=1 Split=0	0.9926825165748596	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|G2WNF6|G2WNF6_YEASK K7_Snf2p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_SNF2 PE=4 SV=1 Split=0	0.9926468729972839	success
tr|A0A0C6CEA5|A0A0C6CEA5_YEASX Ino80p OS=Saccharomyces cerevisiae YJM1199 GN=INO80 PE=4 SV=1 Split=0	tr|A0A0D4E882|A0A0D4E882_YEASX Snf2p OS=Saccharomyces cerevisiae YJM244 GN=SNF2 PE=4 SV=1 Split=0	0.9926009774208069	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|I0FC89|I0FC89_BORCA Ribosomal RNA small subunit methyltransferase H OS=Borrelia crocidurae (strain Achema) GN=rsmH PE=3 SV=1 Split=0	0.9873101115226746	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|B7R813|B7R813_9THEO ATP phosphoribosyltransferase regulatory subunit OS=Caldanaerobacter subterraneus subsp. pacificus DSM 12653 GN=hisZ PE=3 SV=1 Split=0	0.987153172492981	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|B7IDN8|B7IDN8_THEAB tRNA modification GTPase MnmE OS=Thermosipho africanus (strain TCF52B) GN=mnmE PE=3 SV=1 Split=0	0.9866118431091309	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|A0A142JC36|A0A142JC36_BORHE 16S rRNA (Guanine(527)-N(7))-methyltransferase RsmG OS=Borrelia hermsii GN=A0V01_03475 PE=4 SV=1 Split=0	0.9865185022354126	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|M1RHY6|M1RHY6_9AQUI 5'-3' exonuclease, N-terminal resolvase-like domain containing protein OS=Hydrogenobaculum sp. HO GN=HydHO_0038 PE=4 SV=1 Split=0	0.9861060380935669	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|C0APT7|C0APT7_9SPIR UDP-N-acetylmuramyl-tripeptide synthetase OS=Borreliella spielmanii A14S GN=murE PE=3 SV=1 Split=0	0.9860638976097107	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|V9S7R4|V9S7R4_9CREN Acetyl-lysine deacetylase OS=Sulfolobus acidocaldarius SUSAZ GN=SUSAZ_03390 PE=4 SV=1 Split=0	0.9859873056411743	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|F4B561|F4B561_ACIHW Methylated-DNA--protein-cysteine methyltransferase OS=Acidianus hospitalis (strain W1) GN=ogt PE=3 SV=1 Split=0	0.985875129699707	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|A0A142JBV9|A0A142JBV9_BORHE Cell division protein FtsK OS=Borrelia hermsii GN=A0V01_03050 PE=4 SV=1 Split=0	0.9857050776481628	success
sp|O51528|RECG_BORBU ATP-dependent DNA helicase RecG OS=Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680) GN=recG PE=3 SV=1 Split=0	tr|N6V2J1|N6V2J1_9EURY Hef nuclease OS=Methanocaldococcus villosus KIN24-T80 GN=J422_02275 PE=4 SV=1 Split=0	0.9856533408164978	success
tr|V4L6R8|V4L6R8_9DELT Uncharacterized protein OS=uncultured Desulfofustis sp. PB-SRB1 GN=N839_16380 PE=4 SV=1 Split=0	tr|K1Z6W2|K1Z6W2_9ZZZZ NADH-quinone oxidoreductase, chain I OS=groundwater metagenome GN=ACD_75C00152G0004 PE=3 SV=1 Split=0	0.9849725961685181	success
tr|V4L6R8|V4L6R8_9DELT Uncharacterized protein OS=uncultured Desulfofustis sp. PB-SRB1 GN=N839_16380 PE=4 SV=1 Split=0	sp|A0RMD6|NUOI_CAMFF NADH-quinone oxidoreductase subunit I OS=Campylobacter fetus subsp. fetus (strain 82-40) GN=nuoI PE=3 SV=1 Split=0	0.982775866985321	success
tr|V4L6R8|V4L6R8_9DELT Uncharacterized protein OS=uncultured Desulfofustis sp. PB-SRB1 GN=N839_16380 PE=4 SV=1 Split=0	sp|P36841|NIA_VOLCA Nitrate reductase [NADH] OS=Volvox carteri GN=NITA PE=2 SV=1 Split=0	0.976542055606842	success
tr|V4L6R8|V4L6R8_9DELT Uncharacterized protein OS=uncultured Desulfofustis sp. PB-SRB1 GN=N839_16380 PE=4 SV=1 Split=0	tr|M1R2A7|M1R2A7_9CHLR NADH-quinone oxidoreductase subunit B OS=Dehalococcoides mccartyi DCMB5 GN=nuoB PE=3 SV=1 Split=0	0.9760627746582031	success
tr|V4L6R8|V4L6R8_9DELT Uncharacterized protein OS=uncultured Desulfofustis sp. PB-SRB1 GN=N839_16380 PE=4 SV=1 Split=0	sp|O96720|KITH_ENCCU Thymidine kinase OS=Encephalitozoon cuniculi (strain GB-M1) GN=TK PE=3 SV=3 Split=0	0.9759611487388611	success
tr|V4L6R8|V4L6R8_9DELT Uncharacterized protein OS=uncultured Desulfofustis sp. PB-SRB1 GN=N839_16380 PE=4 SV=1 Split=0	tr|I0YY17|I0YY17_9CHLO Nitrate reductase (Fragment) OS=Coccomyxa subellipsoidea C-169 GN=COCSUDRAFT_29226 PE=4 SV=1 Split=0	0.9756426215171814	success
